,item_id,user_id,sentiment_analysis,recommend,app_name,rating
209,352460,ReMiXOfficalSteam,2,True,Dead Realm,5
210,322920,Wilfire77,2,True,theHunter: Primal,5
211,304050,Mastic,0,False,Trove,0
212,550,Mastic,2,True,Left 4 Dead 2,5
213,206420,Mastic,2,True,Saints Row IV,5
214,304930,tarjla,2,True,Unturned,5
215,265750,tarjla,2,True,Secret Ponchos,5
216,252490,tarjla,2,True,Rust,5
217,4000,tarjla,2,True,Garry's Mod,5
218,211820,tarjla,2,True,Starbound,5
219,105600,tarjla,2,True,Terraria,5
220,730,tarjla,2,True,Counter-Strike: Global Offensive,5
221,276340,deathnz1,2,True,My Riding Stables: Life with Horses,5
222,274920,redsncrimson,2,True,FaceRig,5
223,211820,redsncrimson,2,True,Starbound,5
224,49520,redsncrimson,2,True,Borderlands 2,5
225,223510,redsncrimson,2,True,Miasmata,5
226,440,redsncrimson,2,True,Team Fortress 2,5
227,240,H1DD3NT3RR0R,2,True,Counter-Strike: Source,5
228,105600,H1DD3NT3RR0R,2,True,Terraria,5
229,204300,H1DD3NT3RR0R,2,True,Awesomenauts - the 2D moba,5
230,730,H1DD3NT3RR0R,2,True,Counter-Strike: Global Offensive,5
231,440,H1DD3NT3RR0R,2,False,Team Fortress 2,4
232,570,H1DD3NT3RR0R,2,True,Dota 2,5
233,360870,t8s,2,True,Ultimate Tic-Tac-Toe,5
234,730,t8s,2,True,Counter-Strike: Global Offensive,5
235,12900,pikawuu2,2,True,AudioSurf,5
236,301520,Sammeh00,2,True,Robocraft,5
237,6060,Michaelele,2,True,"Star Wars: Battlefront 2 (Classic, 2005)",5
238,730,Michaelele,2,True,Counter-Strike: Global Offensive,5
239,107410,Michaelele,2,True,Arma 3,5
240,304930,Michaelele,2,True,Unturned,5
241,208812,jjas01,2,False,Tomb Raider: Tomb of the Lost Adventurer,4
242,218620,jjas01,2,False,PAYDAY 2,4
243,243120,jjas01,2,True,Betrayer,5
244,234140,jjas01,1,True,Mad Max,3
245,204450,jjas01,2,True,Call of Juarez® Gunslinger,5
246,225260,jjas01,2,True,Brutal Legend,5
247,50300,jjas01,2,True,Spec Ops: The Line,5
248,201810,jjas01,2,True,Wolfenstein: The New Order,5
249,500,3xotic26,2,True,Left 4 Dead,5
250,440,3xotic26,2,True,Team Fortress 2,5
251,49520,3xotic26,2,True,Borderlands 2,5
252,550,3xotic26,2,True,Left 4 Dead 2,5
253,206420,iamthetrashlord,2,True,Saints Row IV,5
254,213670,iamthetrashlord,2,True,South Park™: The Stick of Truth™,5
255,550,3dster,2,True,Left 4 Dead 2,5
256,221100,Forty-Nine,0,True,DayZ,1
257,221100,L4M1NAS,2,True,DayZ,5
258,218620,imsojipper,2,True,PAYDAY 2,5
259,346110,mrpfresh,0,True,ARK: Survival Evolved,1
260,440,GamerFag,2,True,Team Fortress 2,5
261,70,GamerFag,0,True,Half-Life,1
262,420,GamerFag,1,True,Half-Life 2: Episode Two,3
263,380,GamerFag,2,True,Half-Life 2: Episode One,5
264,220,GamerFag,2,True,Half-Life 2,5
265,1250,GamerFag,2,True,Killing Floor,5
266,339230,EHS-R3AP3R,0,False,ZOMBI,0
267,349700,EHS-R3AP3R,2,True,Romero's Aftermath,5
268,209160,EHS-R3AP3R,2,True,Call of Duty®: Ghosts,5
269,219990,chidori_647,2,True,Grim Dawn,5
270,213670,chidori_647,2,True,South Park™: The Stick of Truth™,5
271,21100,chidori_647,0,False,F.E.A.R. 3,0
272,8190,chidori_647,2,True,Just Cause 2,5
273,215470,chidori_647,0,False,Primal Carnage,0
274,4000,hellcat59,2,True,Garry's Mod,5
275,35450,tbimperator,2,True,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,5
276,230410,Allahu_Akbar666,2,True,Warframe,5
277,304930,Allahu_Akbar666,0,False,Unturned,0
278,290020,ulramite,2,True,LogicBots,5
279,248860,ulramite,0,True,NEO Scavenger,1
280,221260,I_DID_911_JUST_SAYING,2,True,Little Inferno,5
281,218620,diabeticfuck,2,True,PAYDAY 2,5
282,419070,diabeticfuck,1,True,Warhammer: End Times - Vermintide Sigmar's Blessing,3
283,333930,diabeticfuck,0,False,Dirty Bomb®,0
284,287700,diabeticfuck,1,True,METAL GEAR SOLID V: THE PHANTOM PAIN,3
285,440,aaropro,2,True,Team Fortress 2,5
286,310370,FrankoWalker,2,True,The Way of Life Free Edition,5
287,260410,FrankoWalker,1,True,Get Off My Lawn!,3
288,236390,FrankoWalker,0,True,War Thunder,1
289,221100,LightfootSword7,2,False,DayZ,4
290,248820,SALTTHEW0UND,2,True,Risk of Rain,5
291,730,SALTTHEW0UND,2,True,Counter-Strike: Global Offensive,5
292,550,SALTTHEW0UND,2,True,Left 4 Dead 2,5
293,204030,SALTTHEW0UND,2,True,Fable - The Lost Chapters,5
294,440,SALTTHEW0UND,2,True,Team Fortress 2,5
295,304930,express157,2,True,Unturned,5
296,10150,TomoeMamiewe,1,True,Prototype™,3
297,218620,Acidius99,2,True,PAYDAY 2,5
298,220240,Acidius99,2,True,Far Cry 3,5
299,271590,acorn13,2,True,Grand Theft Auto V,5
300,291550,AddzyTheBaddzy,2,True,Brawlhalla,5
301,259080,AddzyTheBaddzy,2,True,Just Cause 2: Multiplayer Mod,5
302,730,cancerkek,1,True,Counter-Strike: Global Offensive,3
303,22370,advenger95,2,True,Fallout 3: Game of the Year Edition,5
304,307690,advenger95,2,True,Sleeping Dogs: Definitive Edition,5
305,1250,EndAtHallow,0,True,Killing Floor,1
306,440,aeryal,2,True,Team Fortress 2,5
307,208090,Agiegamma,2,True,Loadout,5
308,221640,Agronoth,2,True,Super Hexagon,5
309,104900,Agronoth,2,True,ORION: Prelude,5
310,105600,Agronoth,2,True,Terraria,5
311,9450,Agronoth,2,False,"Warhammer® 40,000: Dawn of War® - Soulstorm",4
312,262410,UnholyFallenAngel,2,True,World of Guns: Gun Disassembly,5
313,222940,UnholyFallenAngel,2,True,THE KING OF FIGHTERS XIII STEAM EDITION,5
314,221040,UnholyFallenAngel,2,True,Resident Evil 6 / Biohazard 6,5
315,4000,SlutOnTheSpit,2,True,Garry's Mod,5
316,223710,WestyGaming,1,True,Cry of Fear,3
317,317360,NaruseAiria,1,True,Double Action: Boogaloo,3
318,108600,NaruseAiria,2,True,Project Zomboid,5
319,259080,NaruseAiria,2,True,Just Cause 2: Multiplayer Mod,5
320,208520,NaruseAiria,2,True,Omerta - City of Gangsters,5
321,4000,Alex680,2,True,Garry's Mod,5
322,265930,alansiulun,2,True,Goat Simulator,5
323,283920,Albolah,0,True,Putt-Putt® Joins the Parade,1
324,440,Albolah,2,True,Team Fortress 2,5
325,294650,Albolah,2,True,Putt-Putt® Goes to the Moon,5
326,12120,maxpaynepillkiller,1,True,Grand Theft Auto: San Andreas,3
327,55230,maxpaynepillkiller,2,True,Saints Row: The Third,5
328,227860,AlexNoClutch,2,False,Castle Story,4
329,218620,Alexwai04,2,True,PAYDAY 2,5
330,228280,AlkalineDeath,2,True,Baldur's Gate: Enhanced Edition,5
331,240760,AlkalineDeath,2,True,Wasteland 2: Director's Cut,5
332,35450,mintifreshbadger,0,True,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,1
333,212680,AlpacaRevolution,2,True,FTL: Faster Than Light,5
334,346110,AlpacaRevolution,1,False,ARK: Survival Evolved,2
335,346010,smegmyfoodle,2,True,Besiege,5
336,239250,smegmyfoodle,2,True,Castlevania: Lords of Shadow 2,5
337,218620,lol_ursuchanoob,0,True,PAYDAY 2,1
338,220240,lol_ursuchanoob,0,True,Far Cry 3,1
339,17300,lol_ursuchanoob,2,True,Crysis,5
340,206440,AMV72,2,True,To the Moon,5
341,209100,AMV72,2,False,Resident Evil: Operation Raccoon City,4
342,209000,AMV72,2,True,Batman™: Arkham Origins,5
343,218060,AMV72,2,True,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,5
344,24240,AMV72,1,True,PAYDAY™ The Heist,3
345,113020,711armageddoncarmageddon,1,True,Monaco: What's Yours Is Mine,3
346,105600,711armageddoncarmageddon,2,True,Terraria,5
347,9480,711armageddoncarmageddon,2,True,Saints Row 2,5
348,22230,Andraison,0,True,Rock of Ages,1
349,17390,Angrovar,2,True,SPORE™,5
350,359320,Angrovar,1,True,Elite Dangerous,3
351,317360,AngryAinsley,2,True,Double Action: Boogaloo,5
352,253030,AngryAinsley,2,True,Race The Sun,5
353,264710,AngryAinsley,2,True,Subnautica,5
354,274310,uradumbtit,2,True,Always Sometimes Monsters,5
355,4000,uradumbtit,2,True,Garry's Mod,5
356,730,IKillNoobsFirst,2,True,Counter-Strike: Global Offensive,5
357,22380,1234865654,0,True,Fallout: New Vegas,1
358,107410,Apachehavoc,1,False,Arma 3,2
359,221640,ApexNZ,2,True,Super Hexagon,5
360,202170,ApexNZ,2,True,Sleeping Dogs,5
361,49520,ApexNZ,0,True,Borderlands 2,1
362,245490,ApexNZ,2,True,Trials Fusion™,5
363,313120,ApexNZ,2,True,Stranded Deep,5
364,730,benjamin27,1,True,Counter-Strike: Global Offensive,3
365,212500,AppoGetsSuperAdmin,1,True,The Lord of the Rings Online™,3
366,570,AppoGetsSuperAdmin,2,False,Dota 2,4
367,104900,AppoGetsSuperAdmin,1,True,ORION: Prelude,3
368,214420,XABLAUziitu,2,False,Gear Up,4
369,105600,XABLAUziitu,1,True,Terraria,3
370,440,XABLAUziitu,2,True,Team Fortress 2,5
371,200210,XABLAUziitu,2,True,Realm of the Mad God,5
372,252490,dragonchief,2,False,Rust,4
373,570,bilyitu,1,True,Dota 2,3
374,730,bilyitu,2,True,Counter-Strike: Global Offensive,5
375,265630,deployablearchnagel,1,True,Fistful of Frags,3
376,401920,rotflmaoman,2,True,The Binding of Isaac: Afterbirth,5
377,440,armouredmarshmallow,0,True,Team Fortress 2,1
378,346900,armouredmarshmallow,2,True,AdVenture Capitalist,5
379,630,armouredmarshmallow,2,True,Alien Swarm,5
380,8500,Array71,0,False,EVE Online,0
381,99900,arronlim13,2,True,Spiral Knights,5
382,250900,ARTHERDUNGER10,0,True,The Binding of Isaac: Rebirth,1
383,211820,Mackus1011,2,True,Starbound,5
384,380600,Mackus1011,2,True,Fishing Planet,5
385,22380,Mackus1011,2,True,Fallout: New Vegas,5
386,252490,Mackus1011,0,True,Rust,1
387,107410,darkmassieh,2,True,Arma 3,5
388,230190,darkmassieh,1,True,War for the Overworld,3
389,391270,darkmassieh,2,True,Fingerbones,5
390,301520,darkmassieh,2,True,Robocraft,5
391,246420,asianturtlefrenzy,2,True,Kingdom Rush,5
392,289130,asianturtlefrenzy,2,True,Endless Legend™,5
393,234630,asianturtlefrenzy,2,True,Project CARS,5
394,249050,asianturtlefrenzy,2,True,Dungeon of the Endless™,5
395,418340,asianturtlefrenzy,2,True,RWBY: Grimm Eclipse,5
396,223850,asianturtlefrenzy,2,True,3DMark,5
397,263020,asianturtlefrenzy,2,True,STARWHAL,5
398,287980,asianturtlefrenzy,2,True,Mini Metro,5
399,245550,asianturtlefrenzy,2,True,Free to Play,5
400,570,blowjobsfurdayzandgayz,2,True,Dota 2,5
401,417860,blowjobsfurdayzandgayz,2,True,Emily is Away,5
402,96100,blowjobsfurdayzandgayz,2,False,Defy Gravity Extended,4
403,80,LaLocaDeLosDulces,1,True,Counter-Strike: Condition Zero,3
404,105600,assassin_warman,1,True,Terraria,3
405,219150,assassin_warman,2,True,Hotline Miami,5
406,218620,assassin_warman,2,True,PAYDAY 2,5
407,440,assassin_warman,2,True,Team Fortress 2,5
408,385770,Astrelt,2,True,Time Clickers,5
409,252630,Astrelt,2,True,Eldritch,5
410,212200,Astrelt,2,True,Mabinogi,5
411,218680,Astrelt,2,True,Scribblenauts Unlimited,5
412,230410,Astrelt,2,True,Warframe,5
413,4000,Astrelt,2,True,Garry's Mod,5
414,346900,Astrelt,2,True,AdVenture Capitalist,5
415,440,Astrelt,2,True,Team Fortress 2,5
416,387860,Astrelt,2,True,the static speaks my name,5
417,221640,Astrelt,0,True,Super Hexagon,1
418,218620,Swish0009,2,True,PAYDAY 2,5
419,203160,Swish0009,2,True,Tomb Raider,5
420,230410,Swish0009,2,True,Warframe,5
421,219640,Swish0009,2,True,Chivalry: Medieval Warfare,5
422,213850,Swish0009,2,True,Magic 2014 — Duels of the Planeswalkers,5
423,730,Aurora99,1,True,Counter-Strike: Global Offensive,3
424,105600,Aurora99,2,True,Terraria,5
425,550,Aurora99,1,True,Left 4 Dead 2,3
426,369580,Aurora99,2,True,NotGTAV,5
427,282440,Aurora99,0,False,Quake Live™,0
428,1250,Aurora99,1,True,Killing Floor,3
429,440,Aurora99,1,True,Team Fortress 2,3
430,8400,Aurora99,1,True,Geometry Wars: Retro Evolved,3
431,320,auzmoz,2,True,Half-Life 2: Deathmatch,5
432,8500,auzmoz,2,True,EVE Online,5
433,289130,auzzie_96,2,True,Endless Legend™,5
434,202970,fatrangacuntnolifevirgin,2,True,Call of Duty®: Black Ops II,5
435,268650,de_triggered,1,True,From the Depths,3
436,224540,de_triggered,0,True,Ace of Spades: Battle Builder,1
437,219640,de_triggered,0,True,Chivalry: Medieval Warfare,1
438,233450,de_triggered,2,True,Prison Architect,5
439,440,de_triggered,2,True,Team Fortress 2,5
440,4000,de_triggered,2,True,Garry's Mod,5
441,236390,de_triggered,1,True,War Thunder,3
442,215530,Azrafael,1,True,The Incredible Adventures of Van Helsing,3
443,55230,hoarbiscuit,2,True,Saints Row: The Third,5
444,259700,bohgeraltofrivia,2,True,Dead Sky,5
445,261640,bohgeraltofrivia,2,True,Borderlands: The Pre-Sequel,5
446,730,TeH-B-Rad,1,True,Counter-Strike: Global Offensive,3
447,440,TeH-B-Rad,2,True,Team Fortress 2,5
448,221100,BAW_Killer,2,True,DayZ,5
449,287700,BAW_Killer,0,False,METAL GEAR SOLID V: THE PHANTOM PAIN,0
450,359550,BAW_Killer,0,False,Tom Clancy's Rainbow Six® Siege,0
451,22380,gamerdude7892,2,True,Fallout: New Vegas,5
452,570,2ez4medick,2,True,Dota 2,5
453,4000,BBBirb,2,True,Garry's Mod,5
454,570,AgentXiri,0,True,Dota 2,1
455,230410,crispymemesmantheyremyfavourite,2,True,Warframe,5
456,383980,crispymemesmantheyremyfavourite,2,True,Rivals of Aether,5
457,304050,crispymemesmantheyremyfavourite,2,True,Trove,5
458,212680,crispymemesmantheyremyfavourite,2,True,FTL: Faster Than Light,5
459,346010,H-Alo,1,True,Besiege,3
460,107410,420Blz,2,True,Arma 3,5
461,221100,chillrend,2,True,DayZ,5
462,393010,chillrend,2,True,Don't Starve: Shipwrecked,5
463,208090,chillrend,2,True,Loadout,5
464,440,chillrend,2,True,Team Fortress 2,5
465,440,Gborges,1,True,Team Fortress 2,3
466,218230,lukeyturley,2,True,PlanetSide 2,5
467,8400,BOB_200,1,True,Geometry Wars: Retro Evolved,3
468,239160,generalale,1,True,Thief,3
469,220240,generalale,2,True,Far Cry 3,5
470,440,generalale,2,True,Team Fortress 2,5
471,630,brendoboy,2,True,Alien Swarm,5
472,218620,brendoboy,2,False,PAYDAY 2,4
473,208090,brendoboy,2,False,Loadout,4
474,230410,brendoboy,1,True,Warframe,3
475,322330,brendoboy,1,True,Don't Starve Together,3
476,1250,brendoboy,2,True,Killing Floor,5
477,346560,Infixation,2,True,Hero of the Kingdom II,5
478,328220,Infixation,2,True,Wild Season,5
479,730,Infixation,0,True,Counter-Strike: Global Offensive,1
480,252490,Infixation,2,True,Rust,5
481,203160,Infixation,2,True,Tomb Raider,5
482,39120,Infixation,2,True,RIFT,5
483,730,JuanManSnipez,2,True,Counter-Strike: Global Offensive,5
484,265770,Ben_Andy,2,False,Cannons Lasers Rockets,4
485,105600,Ben_Andy,2,True,Terraria,5
486,10,Bennysaputra,2,True,Counter-Strike,5
487,304930,Bhappiikhat,2,True,Unturned,5
488,570,Ahahahahahahahahahahahahahahaha,0,False,Dota 2,0
489,319630,BITCHPLESE,0,True,Life is Strange - Episode 1,1
490,220,Too_1337,2,True,Half-Life 2,5
491,4000,Too_1337,2,True,Garry's Mod,5
492,48700,kinglemon1222,0,True,Mount & Blade: Warband,1
493,4000,IJustWantedToTalk,2,True,Garry's Mod,5
494,304930,IJustWantedToTalk,2,True,Unturned,5
